sold_price_eur,asking_price_eur,bed_no,bath_no,size,house_type,region,detached,semi_d,terrace,apartment,dublin,cork,galway,dub_inner_ring,dub_outer_ring,urban_south,other
236000,245000,3,3,113,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
230000,250000,3,2,NA,Terrace,galway,0,0,1,0,0,0,1,0,0,0,0
215000,195000,1,1,40,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
392000,360000,3,2,79,Apartment,galway,0,0,0,1,0,0,1,0,0,0,0
115000,150000,3,1,73,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
825000,845000,3,1,131,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
413000,340000,3,1,88,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
406000,380000,3,3,115,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
335000,300000,3,2,NA,Detached,other,1,0,0,0,0,0,0,0,0,0,1
260000,275000,3,1,90,Detached,urban_south,1,0,0,0,0,0,0,0,0,1,0
235000,235000,3,3,107,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
145000,100000,2,1,79,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
515000,485000,3,3,116,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
485000,490000,5,4,171,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
1250000,1395000,5,3,220,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
370000,365000,2,1,69,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
503000,499000,5,5,259,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
337000,320000,5,3,145,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
151500,115000,3,1,66,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
1196127,1350000,4,2,144,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
417500,375000,4,3,118,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
380000,394950,3,2,74,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
246000,235000,2,2,NA,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
2010000,1950000,4,3,243,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
560000,575000,4,2,134,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
392500,425000,3,3,NA,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
361000,335000,3,2,96,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
150000,130000,3,3,NA,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
560000,525000,3,1,107,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
270000,275000,3,1,118,Detached,other,1,0,0,0,0,0,0,0,0,0,1
255000,270000,4,2,121,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
600000,575000,4,2,122,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
265000,235000,3,3,74,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
200000,210000,3,2,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
510000,525000,4,3,129,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
156000,199500,4,4,195,Detached,other,1,0,0,0,0,0,0,0,0,0,1
255000,249950,1,1,37,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
157500,275000,3,3,NA,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
155000,150000,3,1,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
150000,150000,4,2,87,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
443000,325000,3,1,92,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
328000,330000,3,2,100,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
185000,190000,3,2,NA,Detached,other,1,0,0,0,0,0,0,0,0,0,1
1080000,995000,4,2,143,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
595000,595000,3,1,103,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
410000,335000,4,3,207,Detached,urban_south,1,0,0,0,0,0,0,0,0,1,0
330000,330000,3,2,NA,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
250000,255000,5,2,129,Detached,other,1,0,0,0,0,0,0,0,0,0,1
240000,230000,4,NA,156,Detached,other,1,0,0,0,0,0,0,0,0,0,1
640000,620000,3,2,117,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
645000,650000,5,4,175,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
477000,415000,4,3,NA,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
205000,190000,2,2,78,Apartment,other,0,0,0,1,0,0,0,0,0,0,1
925000,925000,4,2,140,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
525000,525000,3,3,183,Detached,other,1,0,0,0,0,0,0,0,0,0,1
390000,345000,5,2,122,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
460000,395000,3,1,NA,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
420000,379000,5,1,204,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
399000,499000,2,1,68,Terrace,dub_inner_ring,0,0,1,0,0,0,0,1,0,0,0
568000,580000,4,4,205,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
480000,475000,2,1,63,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
215000,110000,2,1,NA,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
205000,200000,3,3,104,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
450000,445000,2,1,65,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
425000,395000,3,2,80,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
285000,270000,3,3,117,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
945000,935000,4,3,151,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
633000,595000,3,2,74,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
180000,220000,2,NA,89,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
1490000,1600000,5,7,NA,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
573000,555000,4,3,165,Detached,urban_south,1,0,0,0,0,0,0,0,0,1,0
133500,130000,2,1,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
385000,355000,3,3,100,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
105000,80000,2,1,NA,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
455000,455000,3,2,85,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
362500,370000,4,4,115,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
265000,265000,4,2,150,Detached,other,1,0,0,0,0,0,0,0,0,0,1
275000,260000,3,2,92,Apartment,galway,0,0,0,1,0,0,1,0,0,0,0
266000,250000,2,1,71,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
230000,210000,4,1,113,Terrace,dub_outer_ring,0,0,1,0,0,0,0,0,1,0,0
788546,995000,3,3,156,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
278000,275000,5,2,145,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
240000,244500,4,2,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
520000,495000,4,4,146,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
380000,395000,4,2,142,Detached,other,1,0,0,0,0,0,0,0,0,0,1
255000,240000,2,2,69,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
436123.35,439000,3,3,115,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
340529,420000,5,4,NA,Detached,other,1,0,0,0,0,0,0,0,0,0,1
90000,105000,3,1,59,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
170000,150000,1,1,60,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
498000,498000,4,3,190,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
310000,230000,3,3,122,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
390000,370000,3,1,81,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
220000,200000,4,2,NA,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
218000,215000,3,2,88,Detached,galway,1,0,0,0,0,0,1,0,0,0,0
285000,245000,4,2,140,Terrace,dub_outer_ring,0,0,1,0,0,0,0,0,1,0,0
117000,60000,1,1,39,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
440000,395000,3,2,NA,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
275000,249000,2,3,NA,Terrace,dub_outer_ring,0,0,1,0,0,0,0,0,1,0,0
160000,145000,2,1,70,Apartment,dub_inner_ring,0,0,0,1,0,0,0,1,0,0,0
90000,85000,3,1,85,Detached,other,1,0,0,0,0,0,0,0,0,0,1
100000,110000,3,2,63,Apartment,urban_south,0,0,0,1,0,0,0,0,0,1,0
195000,199500,2,2,70,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
455000,349950,2,1,NA,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
280000,245000,3,1,NA,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
165000,170000,2,2,67,Apartment,dub_inner_ring,0,0,0,1,0,0,0,1,0,0,0
610000,650000,4,4,163,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
225000,225000,1,2,60,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
175000,420000,4,5,244,Detached,other,1,0,0,0,0,0,0,0,0,0,1
945000,975000,4,3,165,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
340000,350000,5,2,NA,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
352000,340000,4,3,147,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
172500,175000,2,1,77,Apartment,dub_outer_ring,0,0,0,1,0,0,0,0,1,0,0
150000,249950,2,1,70,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
420000,375000,4,3,135,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
397000,465000,4,2,132,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
1100000,1100000,6,3,209,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
268000,299500,3,3,NA,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
162500,165000,2,2,76,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
119000,121500,3,2,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
630000,640000,4,2,128,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
295000,295000,3,3,85,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
180000,180000,3,2,109,Apartment,cork,0,0,0,1,0,1,0,0,0,0,0
434000,369000,3,2,63,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
510000,525000,4,4,NA,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
146000,150000,3,2,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
715000,790000,5,4,218,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
435000,430000,5,3,NA,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
115000,198000,2,1,86,Apartment,other,0,0,0,1,0,0,0,0,0,0,1
285000,295000,4,2,168,Detached,other,1,0,0,0,0,0,0,0,0,0,1
200000,210000,1,1,50,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
610000,490000,3,1,91,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
505000,450000,3,3,138,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
365000,325000,3,2,110,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
